1.0000000000000001e-07,2333471973505.489
1.049049049049049e-07,2622563569352.3184
1.0980980980980982e-07,-3460210991904.712
1.1471471471471473e-07,2154525608718.1663
1.1961961961961964e-07,2957860583083.32
1.2452452452452452e-07,345818662328.90753
1.2942942942942943e-07,-5025088244834.231
1.3433433433433434e-07,-823339995810.9686
1.3923923923923926e-07,-1290593440006.5947
1.4414414414414414e-07,3506241468864.4883
1.4904904904904905e-07,-56038842461.283844
1.5395395395395396e-07,-8345883660138.57
1.5885885885885887e-07,5230330017371.309
1.6376376376376378e-07,1922464091596.5745
1.686686686686687e-07,-2229467721878.1133
1.7357357357357358e-07,-3127025227752.409
1.784784784784785e-07,4141495534031.3203
1.833833833833834e-07,4135814995017.1777
1.882882882882883e-07,1196310636584.8364
1.9319319319319322e-07,2579148980201.3467
1.980980980980981e-07,-7175979478641.392
2.03003003003003e-07,4942798818535.891
2.0790790790790793e-07,-3243923075622.9272
2.1281281281281284e-07,2230114393139.244
2.1771771771771772e-07,-5614143117416.936
2.2262262262262263e-07,3016114022304.2676
2.2752752752752752e-07,-4722609798966.779
2.3243243243243245e-07,-1576122868089.915
2.3733733733733736e-07,-4489259675741.85
2.422422422422423e-07,1543657121622.8687
2.4714714714714716e-07,-1937161944943.2769
2.5205205205205204e-07,3210336542338.2627
2.56956956956957e-07,-496140678863.4009
2.6186186186186186e-07,-1135660195229.2407
2.667667667667668e-07,-3429047007344.26
2.7167167167167174e-07,1394352758633.2334
2.7657657657657657e-07,1837720795372.415
2.814814814814815e-07,-276263884221.6679
2.863863863863864e-07,3919392091633.9126
2.912912912912913e-07,2521492566495.2905
2.961961961961962e-07,-44776056811.75812
3.011011011011011e-07,1690182562850.0269
3.0600600600600604e-07,-4375758929895.5347
3.109109109109109e-07,-2852063901616.161
3.1581581581581586e-07,-3350391366271.3867
3.207207207207208e-07,486682163052.9445
3.256256256256256e-07,-2040840214391.5632
3.3053053053053056e-07,-7775432908.728516
3.354354354354354e-07,2717408289860.3564
3.4034034034034033e-07,-1179627684714.3948
3.4524524524524527e-07,1907857100950.997
3.5015015015015015e-07,863864987733.2877
3.550550550550551e-07,3533061813135.781
3.5995995995996e-07,4028308640037.435
3.648648648648649e-07,977131448318.1865
3.6976976976976985e-07,1958715711335.441
3.7467467467467473e-07,378247807011.6644
3.7957957957957956e-07,2686526505138.922
3.8448448448448445e-07,5024973466098.574
3.893893893893894e-07,70865780713.3872
3.942942942942943e-07,3410996859747.198
3.991991991991992e-07,1458768064120.5222
4.0410410410410414e-07,3678752210013.846
4.0900900900900903e-07,-225876222389.27808
4.1391391391391397e-07,1574314937797.3306
4.188188188188189e-07,850355994419.1324
4.237237237237238e-07,7699984775388.113
4.286286286286286e-07,3911606848404.185
4.335335335335335e-07,2900727741158.743
4.3843843843843844e-07,1754618939120.8638
4.433433433433434e-07,-1397778238839.8552
4.4824824824824826e-07,2010313118847.4807
4.531531531531532e-07,-845400549490.8188
4.580580580580581e-07,2729190442046.6313
4.62962962962963e-07,2977626414632.243
4.6786786786786796e-07,4071933195381.7295
4.7277277277277284e-07,-2235145136093.822
4.776776776776776e-07,-305535250680.5801
4.825825825825826e-07,2798613059949.6504
4.874874874874875e-07,3081906711509.1885
4.923923923923924e-07,2204431593723.704
4.972972972972974e-07,-763927305696.7827
5.022022022022022e-07,4293489969940.624
5.071071071071071e-07,4872509314593.798
5.120120120120121e-07,2461871116368.7324
5.16916916916917e-07,-3944072043688.3916
5.21821821821822e-07,7728022714880.922
5.267267267267267e-07,4040523072990.9434
5.316316316316316e-07,-210696996115.00146
5.365365365365365e-07,2468983905029.9043
5.414414414414415e-07,1033465125413.8179
5.463463463463464e-07,4192666249785.603
5.512512512512513e-07,300418211366.76953
5.561561561561562e-07,5280662325357.716
5.610610610610611e-07,7505165310480.619
5.659659659659661e-07,-2953843175529.9556
5.708708708708709e-07,4845306842628.041
5.757757757757757e-07,3822588254379.1133
5.806806806806807e-07,2378220992574.5415
5.855855855855856e-07,-146564670357.2373
5.904904904904905e-07,2874111627655.3774
5.953953953953955e-07,2924214272939.6084
6.003003003003003e-07,-17274440158.839844
6.052052052052052e-07,5888060495277.52
6.101101101101101e-07,3082985265727.787
6.15015015015015e-07,1139734775524.2075
6.1991991991992e-07,7133143716466.5625
6.248248248248248e-07,2747114170574.0137
6.297297297297297e-07,4445166417234.876
6.346346346346347e-07,7231244965224.47
6.395395395395396e-07,809665693130.9922
6.444444444444445e-07,5759584850348.586
6.493493493493494e-07,3895108376515.0454
6.542542542542543e-07,4533404455373.033
6.591591591591591e-07,5750052368632.72
6.640640640640641e-07,2435448640603.539
6.68968968968969e-07,4386527748654.94
6.738738738738738e-07,3622374679504.593
6.787787787787788e-07,5291618695645.001
6.836836836836837e-07,4444644048673.301
6.885885885885887e-07,4327475637273.285
6.934934934934936e-07,5438759948873.519
6.983983983983984e-07,1374930604842.2983
7.033033033033034e-07,1916303168715.9932
7.082082082082082e-07,695196769802.9326
7.131131131131131e-07,3385475423520.746
7.180180180180181e-07,1423836371177.354
7.229229229229229e-07,4460927968727.84
7.278278278278278e-07,1344182333708.3076
7.327327327327328e-07,5029349952815.397
7.376376376376377e-07,3025010001525.566
7.425425425425426e-07,3967865608676.6196
7.474474474474475e-07,6876615347585.269
7.523523523523523e-07,2160701800206.3174
7.572572572572572e-07,3381618051854.4863
7.621621621621622e-07,6397469093367.834
7.670670670670671e-07,3820009379172.828
7.71971971971972e-07,4662737167445.391
7.768768768768769e-07,6027698824792.128
7.817817817817818e-07,4399033513337.299
7.866866866866868e-07,2568439936529.162
7.915915915915917e-07,2680882058821.4526
7.964964964964965e-07,3105137733022.7515
8.014014014014014e-07,-936324098331.2422
8.063063063063063e-07,4847381825748.785
8.112112112112112e-07,4394268164240.917
8.161161161161162e-07,3547448648593.2437
8.21021021021021e-07,5326427398869.422
8.259259259259259e-07,8057312504916.352
8.308308308308309e-07,6471442678315.558
8.357357357357358e-07,5847649809076.914
8.406406406406408e-07,2602564434950.6396
8.455455455455456e-07,1622412828260.6494
8.504504504504504e-07,-4148611402351.085
8.553553553553554e-07,941605126470.207
8.602602602602603e-07,4264130865302.6465
8.651651651651652e-07,2120632210655.9243
8.700700700700701e-07,3154210856957.5386
8.74974974974975e-07,988006097353.9668
